id,domain,field,subfield,topic,short-name
https://openalex.org/T11568,Physical Sciences,Engineering,Industrial and Manufacturing Engineering,Optimization of Railway Scheduling and Operations,Railway Optimization
https://openalex.org/T13287,Physical Sciences,Engineering,Industrial and Manufacturing Engineering,Robotic Process Automation in Industry and Business,Process Automation
https://openalex.org/T10551,Physical Sciences,Engineering,Industrial and Manufacturing Engineering,Scheduling Problems in Manufacturing Systems,Scheduling Problems
https://openalex.org/T12984,Physical Sciences,Engineering,Industrial and Manufacturing Engineering,Transportation and Logistics Management,Logistics Management
https://openalex.org/T10567,Physical Sciences,Engineering,Industrial and Manufacturing Engineering,Vehicle Routing Problem and Variants,Routing Problem
https://openalex.org/T11737,Physical Sciences,Engineering,Mechanical Engineering,4D Printing Technologies,4D Printing
https://openalex.org/T10705,Physical Sciences,Engineering,Mechanical Engineering,Additive Manufacturing of Metallic Components,Additive Manufacturing
https://openalex.org/T12959,Physical Sciences,Engineering,Mechanical Engineering,Advanced Lightweight Materials and Engineering Applications,Lightweight Materials
https://openalex.org/T10188,Physical Sciences,Engineering,Mechanical Engineering,Advanced Monitoring of Machining Operations,Machining Monitoring
https://openalex.org/T10723,Physical Sciences,Engineering,Mechanical Engineering,Advances in Friction Stir Welding and Processing,Friction Welding
https://openalex.org/T12581,Physical Sciences,Engineering,Mechanical Engineering,Analysis of Bolted Joint Behavior and Performance,Bolted Joint
https://openalex.org/T13451,Physical Sciences,Engineering,Mechanical Engineering,Analysis of Mechanical and Mechatronic Systems,Mechanical Analysis
https://openalex.org/T11091,Physical Sciences,Engineering,Mechanical Engineering,Battery Recycling and Rare Earth Recovery,Battery Recycling
https://openalex.org/T11687,Physical Sciences,Engineering,Mechanical Engineering,Bilateral Teleoperation in Robotics and Haptics,Bilateral Teleoperation
https://openalex.org/T10967,Physical Sciences,Engineering,Mechanical Engineering,Carbon Dioxide Capture and Storage Technologies,Carbon Capture
https://openalex.org/T13584,Physical Sciences,Engineering,Mechanical Engineering,Coal Water Slurry Technology and Utilization,Coal Slurry
https://openalex.org/T12282,Physical Sciences,Engineering,Mechanical Engineering,Comminution in Mineral Processing,Comminution Processing
https://openalex.org/T11100,Physical Sciences,Engineering,Mechanical Engineering,Design and Applications of Intermetallic Alloys,Intermetallic Alloys
https://openalex.org/T10672,Physical Sciences,Engineering,Mechanical Engineering,Design Thinking and Engineering Design Processes,Design Thinking
https://openalex.org/T11351,Physical Sciences,Engineering,Mechanical Engineering,Desulfurization Technologies for Fuels,Desulfurization Technologies
https://openalex.org/T12139,Physical Sciences,Engineering,Mechanical Engineering,Development and Optimization of Stirling Engines,Stirling Engines
https://openalex.org/T11583,Physical Sciences,Engineering,Mechanical Engineering,Dimensional Metrology and Error Compensation,Dimensional Metrology
https://openalex.org/T10700,Physical Sciences,Engineering,Mechanical Engineering,Ductile Fracture in Sheet Metal Forming,Ductile Fracture
https://openalex.org/T11062,Physical Sciences,Engineering,Mechanical Engineering,Dynamics and Faults in Gear Systems,Gear Dynamics
https://openalex.org/T12371,Physical Sciences,Engineering,Mechanical Engineering,Dynamics of Pantograph-Catenary Interaction in Railways,Pantograph Dynamics
https://openalex.org/T10842,Physical Sciences,Engineering,Mechanical Engineering,Dynamics of Railway Track and Vehicles,Railway Dynamics
https://openalex.org/T11145,Physical Sciences,Engineering,Mechanical Engineering,Epoxy Resin Technology,Epoxy Technology
https://openalex.org/T13827,Physical Sciences,Engineering,Mechanical Engineering,Evolution and Education of Mechatronics Engineering,Mechatronics Engineering
https://openalex.org/T13213,Physical Sciences,Engineering,Mechanical Engineering,Failure Analysis in Mechanical Components,Failure Analysis
https://openalex.org/T10850,Physical Sciences,Engineering,Mechanical Engineering,Fundamental Issues in Flow Boiling Heat Transfer,Flow Boiling
https://openalex.org/T11143,Physical Sciences,Engineering,Mechanical Engineering,High-Entropy Alloys: Novel Designs and Properties,High-Entropy Alloys
https://openalex.org/T10386,Physical Sciences,Engineering,Mechanical Engineering,High-Strength Steel Materials,Steel Materials
https://openalex.org/T10635,Physical Sciences,Engineering,Mechanical Engineering,Hydraulic Fracturing in Shale Gas Reservoirs,Hydraulic Fracturing
https://openalex.org/T11372,Physical Sciences,Engineering,Mechanical Engineering,Hydraulic Systems Control and Optimization,Hydraulic Systems
https://openalex.org/T14454,Physical Sciences,Engineering,Mechanical Engineering,Improvement of Epoxy Composites Properties,Epoxy Composites
https://openalex.org/T12898,Physical Sciences,Engineering,Mechanical Engineering,Induction Heating Technology and Applications,Induction Heating
https://openalex.org/T12774,Physical Sciences,Engineering,Mechanical Engineering,Management and Utilization of Bauxite Residue,Bauxite Management
https://openalex.org/T13790,Physical Sciences,Engineering,Mechanical Engineering,Management of Coal Waste in Energy Production,Coal Management
https://openalex.org/T10707,Physical Sciences,Engineering,Mechanical Engineering,Manufacture and Application of Cellular Materials,Cellular Materials
https://openalex.org/T12897,Physical Sciences,Engineering,Mechanical Engineering,Mechanical Behavior of Laminated Glass Structures,Laminated Glass
https://openalex.org/T12729,Physical Sciences,Engineering,Mechanical Engineering,Mechanical Effects of Plant Roots on Slope Stability,Plant Roots
https://openalex.org/T13020,Physical Sciences,Engineering,Mechanical Engineering,Mechanical Engineering and Materials Science Research,Materials Science
https://openalex.org/T13312,Physical Sciences,Engineering,Mechanical Engineering,Mechanical Engineering and Optimization Techniques,Optimization Techniques
https://openalex.org/T10633,Physical Sciences,Engineering,Mechanical Engineering,Mechanical Properties of Metallic Glasses,Metallic Glasses
https://openalex.org/T11362,Physical Sciences,Engineering,Mechanical Engineering,Membrane Gas Separation Technology,Gas Separation
https://openalex.org/T10717,Physical Sciences,Engineering,Mechanical Engineering,Metal Matrix Composites: Science and Applications,Metal Composites
https://openalex.org/T10998,Physical Sciences,Engineering,Mechanical Engineering,Microchannel Heat Transfer and Cooling Technology,Microchannel Cooling
https://openalex.org/T12086,Physical Sciences,Engineering,Mechanical Engineering,Modeling and Assessment of Pipeline Corrosion Damage,Pipeline Corrosion
https://openalex.org/T12907,Physical Sciences,Engineering,Mechanical Engineering,Modelling and Optimization of Composite Springs in Vehicles,Composite Springs
https://openalex.org/T14096,Physical Sciences,Engineering,Mechanical Engineering,Monitoring and Analysis of Vibration Propagation in Vehicles,Vibration Analysis
https://openalex.org/T10840,Physical Sciences,Engineering,Mechanical Engineering,Nickel-Based Superalloys and High-Temperature Steels,Superalloys
https://openalex.org/T12169,Physical Sciences,Engineering,Mechanical Engineering,Non-Destructive Techniques Based on Eddy Current Testing,Eddy Current Testing
https://openalex.org/T13341,Physical Sciences,Engineering,Mechanical Engineering,Optimization of Belt Conveyor Systems,Belt Conveyors
https://openalex.org/T12080,Physical Sciences,Engineering,Mechanical Engineering,Optimization of Injection Molding Processes,Injection Molding
https://openalex.org/T12201,Physical Sciences,Engineering,Mechanical Engineering,Physical and Mechanical Properties of Agricultural Machinery,Agricultural Machinery
https://openalex.org/T12932,Physical Sciences,Engineering,Mechanical Engineering,Powder Metallurgy and Compaction Processes,Powder Metallurgy
https://openalex.org/T13685,Physical Sciences,Engineering,Mechanical Engineering,Railway Engineering and Material Science,Railway Engineering
https://openalex.org/T13140,Physical Sciences,Engineering,Mechanical Engineering,Recycling and Utilization of Foundry Waste Materials,Foundry Recycling
https://openalex.org/T11664,Physical Sciences,Engineering,Mechanical Engineering,Recycling Technologies for Carbon Fiber Composites,Carbon Recycling
https://openalex.org/T11837,Physical Sciences,Engineering,Mechanical Engineering,Reduction Kinetics in Ironmaking Processes,Reduction Kinetics
https://openalex.org/T11529,Physical Sciences,Engineering,Mechanical Engineering,Refrigeration Systems and Technologies,Refrigeration Systems
https://openalex.org/T13715,Physical Sciences,Engineering,Mechanical Engineering,Robotic Inspection of Power Transmission Lines,Robotic Inspection
https://openalex.org/T12784,Physical Sciences,Engineering,Mechanical Engineering,Self-Reconfigurable Robotic Systems and Modular Robotics,Modular Robotics
https://openalex.org/T12406,Physical Sciences,Engineering,Mechanical Engineering,Smart Vehicle Safety and Monitoring Systems,Vehicle Monitoring
https://openalex.org/T11945,Physical Sciences,Engineering,Mechanical Engineering,Solar Air Heater Heat Transfer Analysis,Solar Heater
https://openalex.org/T13298,Physical Sciences,Engineering,Mechanical Engineering,Solar Chimney Systems,Solar Chimneys
https://openalex.org/T12425,Physical Sciences,Engineering,Mechanical Engineering,Sulfur Compounds Removal Technologies,Sulfur Removal
https://openalex.org/T13470,Physical Sciences,Engineering,Mechanical Engineering,Surface Modification Techniques for Metal Alloys,Surface Modification
https://openalex.org/T12106,Physical Sciences,Engineering,Mechanical Engineering,Surface Modification Techniques in Metal Alloys,Surface Modification
https://openalex.org/T11138,Physical Sciences,Engineering,Mechanical Engineering,Surface Texturing for Tribology,Surface Texturing
https://openalex.org/T12099,Physical Sciences,Engineering,Mechanical Engineering,Synthesis and Properties of Cemented Carbides,Cemented Carbides
https://openalex.org/T13045,Physical Sciences,Engineering,Mechanical Engineering,Technological Development in Mineral Resource Sector,Mineral Development
https://openalex.org/T10938,Physical Sciences,Engineering,Mechanical Engineering,Thermal Energy Storage with Phase Change Materials,Energy Storage
https://openalex.org/T13640,Physical Sciences,Engineering,Mechanical Engineering,Thermal Separation in Vortex Tubes,Vortex Tubes
https://openalex.org/T11774,Physical Sciences,Engineering,Mechanical Engineering,Thermochemical Energy Storage and Sorption Technologies,Thermochemical Storage
https://openalex.org/T11126,Physical Sciences,Engineering,Mechanical Engineering,Thermochemical Software and Databases in Metallurgy,Thermochemical Databases
https://openalex.org/T13645,Physical Sciences,Engineering,Mechanical Engineering,Thermodynamic and Transport Properties of Liquid Alloys,Liquid Alloys
https://openalex.org/T11557,Physical Sciences,Engineering,Mechanical Engineering,Tribological Properties of Lubricants and Additives,Tribological Properties
https://openalex.org/T13094,Physical Sciences,Engineering,Mechanical Engineering,Underground Coal Gasification: Fundamentals and Applications,Coal Gasification
https://openalex.org/T11230,Physical Sciences,Engineering,Mechanical Engineering,Vibration Energy Harvesting for Microsystems Applications,Energy Harvesting
https://openalex.org/T13644,Physical Sciences,Engineering,Mechanical Engineering,Vibration Suppression in Drive Systems,Vibration Suppression
https://openalex.org/T10568,Physical Sciences,Engineering,Mechanical Engineering,Waste Heat Recovery for Power Generation and Cogeneration,Waste Heat Recovery
https://openalex.org/T14304,Physical Sciences,Engineering,Mechanical Engineering,Weigh-in-Motion Technology,Weigh-in-Motion
https://openalex.org/T10834,Physical Sciences,Engineering,Mechanical Engineering,Welding Techniques and Residual Stresses,Welding Techniques
https://openalex.org/T11856,Physical Sciences,Engineering,Mechanics of Materials,Applications of Infrared Thermography in Non-Destructive Testing,Infrared Thermography
https://openalex.org/T11202,Physical Sciences,Engineering,Mechanics of Materials,Cavitation in Hydropower Systems and Turbines,Cavitation
https://openalex.org/T10399,Physical Sciences,Engineering,Mechanics of Materials,Characterization of Shale Gas Pore Structure,Shale Gas
https://openalex.org/T10219,Physical Sciences,Engineering,Mechanics of Materials,Composite Materials and Structures,Composite Materials
https://openalex.org/T12579,Physical Sciences,Engineering,Mechanics of Materials,Defect Identification using Positron Annihilation Spectroscopy,Positron Spectroscopy
https://openalex.org/T11201,Physical Sciences,Engineering,Mechanics of Materials,Dynamic Recrystallization in Metal Deformation Processes,Dynamic Recrystallization
https://openalex.org/T10806,Physical Sciences,Engineering,Mechanics of Materials,Energetic Materials and Reactive Force Fields,Energetic Materials
https://openalex.org/T10396,Physical Sciences,Engineering,Mechanics of Materials,Fatigue Mechanics and Fracture Analysis,Fatigue Mechanics
https://openalex.org/T12252,Physical Sciences,Engineering,Mechanics of Materials,Finite Element Simulation and Experimental Validation of Fretting Wear,Fretting Wear
https://openalex.org/T10514,Physical Sciences,Engineering,Mechanics of Materials,Fracture Mechanics Modeling and Simulation,Fracture Mechanics
https://openalex.org/T14479,Physical Sciences,Engineering,Mechanics of Materials,Freeze Desalination for Water Treatment and Concentration,Freeze Desalination
https://openalex.org/T13862,Physical Sciences,Engineering,Mechanics of Materials,Fundamentals and Applications of Finite Element Analysis,Finite Element Analysis
https://openalex.org/T10662,Physical Sciences,Engineering,Mechanics of Materials,Guided Wave Structural Health Monitoring in Materials,Structural Health
https://openalex.org/T11854,Physical Sciences,Engineering,Mechanics of Materials,Laser-Induced Breakdown Spectroscopy in Material Analysis,Breakdown Spectroscopy
https://openalex.org/T13891,Physical Sciences,Engineering,Mechanics of Materials,Materials Engineering in Industrial Applications,Materials Engineering
https://openalex.org/T14204,Physical Sciences,Engineering,Mechanics of Materials,Mechanical and Thermal Properties of Nanocomposites,Nanocomposites
https://openalex.org/T10377,Physical Sciences,Engineering,Mechanics of Materials,Mechanical Properties of Thin Film Coatings,Thin Film Coatings
https://openalex.org/T13261,Physical Sciences,Engineering,Mechanics of Materials,Mechanics and Fracture of Nanomaterials and Composites,Nanomaterial Mechanics
https://openalex.org/T12971,Physical Sciences,Engineering,Mechanics of Materials,Mechanics and Properties of Paper Materials,Paper Mechanics
https://openalex.org/T11799,Physical Sciences,Engineering,Mechanics of Materials,Mechanics of Gecko Foot Adhesion,Gecko Adhesion
https://openalex.org/T10221,Physical Sciences,Engineering,Mechanics of Materials,Modeling and Analysis of Functionally Graded Plates,Functionally Graded Plates
https://openalex.org/T11558,Physical Sciences,Engineering,Mechanics of Materials,Multi-Scale Modeling of Heterogeneous Materials,Multi-Scale Modeling
https://openalex.org/T12118,Physical Sciences,Engineering,Mechanics of Materials,Optimization of Sustainable Biomass Supply Chains,Biomass Optimization
https://openalex.org/T10161,Physical Sciences,Engineering,Mechanics of Materials,Rock Mechanics and Engineering,Rock Mechanics
https://openalex.org/T13619,Physical Sciences,Engineering,Mechanics of Materials,Rock Mechanics and Wave Propagation in Geomedia,Wave Propagation
https://openalex.org/T13772,Physical Sciences,Engineering,Mechanics of Materials,Study on Rock Mechanics in Deep Mining Engineering,Mining Engineering
https://openalex.org/T11565,Physical Sciences,Engineering,Mechanics of Materials,Thermoelastic Damping and Heat Conduction,Thermoelastic Damping
https://openalex.org/T12362,Physical Sciences,Engineering,Mechanics of Materials,Tribology of Polymers and Composites,Polymer Tribology
https://openalex.org/T12537,Physical Sciences,Engineering,Mechanics of Materials,Ultrasonic Flow Measurement Techniques,Flow Measurement
https://openalex.org/T13114,Physical Sciences,Engineering,Media Technology,Autofocusing in Microscopy and Photography,Autofocusing
https://openalex.org/T12707,Physical Sciences,Engineering,Media Technology,Automatic License Plate Recognition System,Plate Recognition
https://openalex.org/T12124,Physical Sciences,Engineering,Media Technology,Engineering Education and Curriculum Development,Engineering Education
https://openalex.org/T10689,Physical Sciences,Engineering,Media Technology,Hyperspectral Image Analysis and Classification,Hyperspectral Analysis
https://openalex.org/T13905,Physical Sciences,Engineering,Media Technology,Integration of 5G with Broadcasting Systems,5G Integration
https://openalex.org/T11659,Physical Sciences,Engineering,Media Technology,Multispectral and Hyperspectral Image Fusion,Image Fusion
https://openalex.org/T11283,Physical Sciences,Engineering,Media Technology,Remote Laboratories in Engineering Education,Remote Laboratories
https://openalex.org/T10986,Physical Sciences,Engineering,Media Technology,RFID Technology and Applications,RFID Technology
https://openalex.org/T11479,Physical Sciences,Engineering,Media Technology,Smart Cities: Innovations and Challenges,Smart Cities
https://openalex.org/T14145,Physical Sciences,Engineering,Media Technology,Smart Refrigerators and IoT Applications,Smart Refrigerators
https://openalex.org/T11499,Physical Sciences,Engineering,Media Technology,Telecommunications Infrastructure and Economic Development,Telecommunications
https://openalex.org/T11408,Physical Sciences,Engineering,Media Technology,Three-Dimensional Display Technologies,3D Display
https://openalex.org/T11801,Physical Sciences,Engineering,Ocean Engineering,Advanced Techniques in Reservoir Management,Reservoir Management
https://openalex.org/T13050,Physical Sciences,Engineering,Ocean Engineering,Application of Diagnostic Techniques in Oil Wells,Diagnostic Techniques
https://openalex.org/T11609,Physical Sciences,Engineering,Ocean Engineering,Applications of Ground-Penetrating Radar in Geoscience and Engineering,Ground-Penetrating Radar
https://openalex.org/T13282,Physical Sciences,Engineering,Ocean Engineering,Automatic Road Extraction from Remote Sensing Images,Road Extraction
https://openalex.org/T11284,Physical Sciences,Engineering,Ocean Engineering,Coalbed Methane Recovery and Utilization Practices,Methane Recovery
https://openalex.org/T12071,Physical Sciences,Engineering,Ocean Engineering,Development of Antifouling Coatings for Marine Applications,Antifouling Coatings
https://openalex.org/T14359,Physical Sciences,Engineering,Ocean Engineering,Disaster Response Robotics and Environmental Management,Disaster Response
https://openalex.org/T10892,Physical Sciences,Engineering,Ocean Engineering,Drilling Fluid Technology and Well Integrity,Drilling Fluid
https://openalex.org/T12983,Physical Sciences,Engineering,Ocean Engineering,Geometric Processing of Remote Sensing Imagery,Geometric Processing
https://openalex.org/T11604,Physical Sciences,Engineering,Ocean Engineering,Hydrodynamic Analysis of Ship Behavior and Performance,Hydrodynamic Analysis
https://openalex.org/T13190,Physical Sciences,Engineering,Ocean Engineering,Innovative Mining Technology and Sustainable Development,Mining Technology
https://openalex.org/T14412,Physical Sciences,Engineering,Ocean Engineering,Marine Safety and Industrial Risk Management,Marine Safety
https://openalex.org/T13578,Physical Sciences,Engineering,Ocean Engineering,Maritime Technology and Management,Maritime Technology
https://openalex.org/T11622,Physical Sciences,Engineering,Ocean Engineering,Maritime Transportation Safety and Risk Analysis,Transportation Safety
https://openalex.org/T11500,Physical Sciences,Engineering,Ocean Engineering,Modeling Pedestrian Dynamics and Evacuations,Pedestrian Dynamics
https://openalex.org/T10969,Physical Sciences,Engineering,Ocean Engineering,Optimal Operation of Water Resources Systems,Water Resources
https://openalex.org/T10491,Physical Sciences,Engineering,Ocean Engineering,Pore-scale Imaging and Enhanced Oil Recovery,Pore-scale Imaging
https://openalex.org/T13885,Physical Sciences,Engineering,Ocean Engineering,Rotational Seismology and Engineering Applications,Rotational Seismology
https://openalex.org/T14164,Physical Sciences,Engineering,Ocean Engineering,Ship Recycling and Offshore Decommissioning,Ship Recycling
https://openalex.org/T13925,Physical Sciences,Engineering,Ocean Engineering,Subsea Oil and Gas Technology,Subsea Technology
https://openalex.org/T12350,Physical Sciences,Engineering,Ocean Engineering,Turbulent Interactions with Dispersed Particles and Droplets,Turbulent Interactions
https://openalex.org/T11192,Physical Sciences,Engineering,Ocean Engineering,Underwater Acoustic Sensor Networks and Communication,Acoustic Networks
https://openalex.org/T11250,Physical Sciences,Engineering,Ocean Engineering,Wave Energy Conversion Technologies and Resource Assessment,Wave Energy
https://openalex.org/T10370,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Analysis of Traffic Safety and Driver Behavior,Traffic Safety
https://openalex.org/T14368,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Comprehensive Assessment of Safety in Energy and Infrastructure,Safety Assessment
https://openalex.org/T11046,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Factors of Safety and Reliability in Geotechnical Engineering,Safety Reliability
https://openalex.org/T12597,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Fire and Smoke Detection Technologies,Fire Detection
https://openalex.org/T11317,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Fire Safety in Tunnel Fires,Tunnel Fires
https://openalex.org/T14392,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Mining Technology and Safety Measures,Mining Safety
https://openalex.org/T14091,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Occupational Health and Safety Management Systems,Health Safety
https://openalex.org/T11941,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Reliability Assessment of Wind Power Generation Systems,Reliability Assessment
https://openalex.org/T10780,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Reliability Engineering and Maintenance Optimization,Reliability Engineering
https://openalex.org/T13923,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Safety and Management of Nuclear Fuel Transportation,Fuel Transportation
https://openalex.org/T13295,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Safety Assurance in Complex Systems Development,Safety Assurance
https://openalex.org/T14306,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Technology Readiness Assessment and Evaluation,Technology Readiness
https://openalex.org/T13955,Physical Sciences,Environmental Science,Ecological Modeling,Fuzzy Class Membership Modeling in Environmental Sciences,Class Membership
https://openalex.org/T12092,Physical Sciences,Environmental Science,Ecological Modeling,Modeling of Erosion in Various Environments,Erosion Modeling
https://openalex.org/T10895,Physical Sciences,Environmental Science,Ecological Modeling,Species Distribution Modeling and Climate Change Impacts,Species Distribution
https://openalex.org/T14468,Physical Sciences,Environmental Science,Ecology,Analysis of Land Cover and Ecosystems,Land Cover
https://openalex.org/T12073,Physical Sciences,Environmental Science,Ecology,Application of Stable Isotopes in Trophic Ecology,Stable Isotopes
https://openalex.org/T10089,Physical Sciences,Environmental Science,Ecology,Avian Ecology and Climate Change Impacts,Avian Ecology
https://openalex.org/T12091,Physical Sciences,Environmental Science,Ecology,Carbon Dynamics in Peatland Ecosystems,Carbon Dynamics
https://openalex.org/T11691,Physical Sciences,Environmental Science,Ecology,Drivers and Impacts of Forest Pest Dynamics,Pest Dynamics
https://openalex.org/T13909,Physical Sciences,Environmental Science,Ecology,Ecological Assessment and Urban Development,Ecological Assessment
https://openalex.org/T13490,Physical Sciences,Environmental Science,Ecology,Ecological Dynamics of African Great Lakes,African Great Lakes
https://openalex.org/T10577,Physical Sciences,Environmental Science,Ecology,Ecological Dynamics of Riverine Landscapes,Riverine Landscapes
https://openalex.org/T12644,Physical Sciences,Environmental Science,Ecology,Ecological Effects of Roads on Wildlife and Habitat Connectivity,Habitat Connectivity
https://openalex.org/T14039,Physical Sciences,Environmental Science,Ecology,Ecological Impact of Beaver Activities on Ecosystems,Beaver Activities
https://openalex.org/T12097,Physical Sciences,Environmental Science,Ecology,Ecological Impact of Freshwater Mussels,Freshwater Mussels
https://openalex.org/T11913,Physical Sciences,Environmental Science,Ecology,Ecological Impact of Invasive Species on Islands,Invasive Species
https://openalex.org/T10815,Physical Sciences,Environmental Science,Ecology,Ecological Interactions of Parasites in Ecosystems,Parasite Interactions
https://openalex.org/T10659,Physical Sciences,Environmental Science,Ecology,Ecology and Conservation of Marine Mammals,Marine Mammals
https://openalex.org/T11048,Physical Sciences,Environmental Science,Ecology,Ecology and Evolution of Viruses in Ecosystems,Ecology Viruses
https://openalex.org/T12640,Physical Sciences,Environmental Science,Ecology,Environmental DNA in Biodiversity Monitoring,Environmental DNA
https://openalex.org/T14177,Physical Sciences,Environmental Science,Ecology,Environmental Impact on Lake Baikal Ecosystem,Lake Baikal
https://openalex.org/T13388,Physical Sciences,Environmental Science,Ecology,Factors Affecting Sagebrush Ecosystems and Wildlife Conservation,Sagebrush Ecosystems
https://openalex.org/T13485,Physical Sciences,Environmental Science,Ecology,Human Impact on Marine Ecology and Fisheries,Marine Ecology
https://openalex.org/T12703,Physical Sciences,Environmental Science,Ecology,Impact of Oil Palm Expansion on Biodiversity,Oil Palm Expansion
https://openalex.org/T11004,Physical Sciences,Environmental Science,Ecology,Impacts of Crayfish Invasions on Freshwater Ecosystems,Crayfish Invasions
https://openalex.org/T10779,Physical Sciences,Environmental Science,Ecology,Importance of Mangrove Ecosystems in Coastal Protection,Mangrove Ecosystems
https://openalex.org/T10669,Physical Sciences,Environmental Science,Ecology,Influence of Land Use on Stream Ecosystems,Land Use
https://openalex.org/T14472,Physical Sciences,Environmental Science,Ecology,Integrating Ecology and Environmental Ethics for Earth Stewardship,Environmental Ethics
https://openalex.org/T13548,Physical Sciences,Environmental Science,Ecology,Litterfall Dynamics in Brazilian Forests,Litterfall Dynamics
https://openalex.org/T11791,Physical Sciences,Environmental Science,Ecology,Marine Microbial Diversity and Biogeography,Microbial Diversity
https://openalex.org/T11056,Physical Sciences,Environmental Science,Ecology,Metabolic Theory of Ecology and Climate Change Impacts,Metabolic Theory
https://openalex.org/T12180,Physical Sciences,Environmental Science,Ecology,Microbial Diversity in Antarctic Ecosystems,Antarctic Ecosystems
https://openalex.org/T10111,Physical Sciences,Environmental Science,Ecology,Remote Sensing in Vegetation Monitoring and Phenology,Remote Sensing
https://openalex.org/T10341,Physical Sciences,Environmental Science,Ecology,Resilience of Coral Reef Ecosystems to Climate Change,Coral Resilience
https://openalex.org/T13882,Physical Sciences,Environmental Science,Ecology,Set Pair Analysis for Ecosystem Assessment,Ecosystem Assessment
https://openalex.org/T11259,Physical Sciences,Environmental Science,Ecology,Sustainable Diets and Environmental Impact,Sustainable Diets
https://openalex.org/T10199,Physical Sciences,Environmental Science,Ecology,Wildlife Ecology and Conservation Biology,Conservation Biology
https://openalex.org/T11923,Physical Sciences,Environmental Science,Environmental Chemistry,Acid Mine Drainage Remediation and Biogeochemistry,Acid Remediation
https://openalex.org/T10995,Physical Sciences,Environmental Science,Environmental Chemistry,Anaerobic Methane Oxidation and Gas Hydrates,Methane Oxidation
https://openalex.org/T10710,Physical Sciences,Environmental Science,Environmental Chemistry,Arsenic Contamination in Natural Waters,Arsenic Contamination
https://openalex.org/T11311,Physical Sciences,Environmental Science,Environmental Chemistry,Biogeochemical Cycling of Nutrients in Aquatic Ecosystems,Nutrient Cycling
https://openalex.org/T12822,Physical Sciences,Environmental Science,Environmental Chemistry,Biogeochemical Cycling of Turf Grasses in the United States,Turf Grasses
https://openalex.org/T10236,Physical Sciences,Environmental Science,Environmental Chemistry,Eutrophication and Harmful Algal Blooms,Eutrophication
https://openalex.org/T12896,Physical Sciences,Environmental Science,Environmental Chemistry,Evaluation of Environmental Impact in Agriculture,Environmental Impact
https://openalex.org/T13092,Physical Sciences,Environmental Science,Environmental Chemistry,Fate and Effects of Surfactants in the Environment,Surfactants Effects
https://openalex.org/T11985,Physical Sciences,Environmental Science,Environmental Chemistry,Harmful Algal Blooms and Marine Toxins,Algal Blooms
https://openalex.org/T11869,Physical Sciences,Environmental Science,Environmental Chemistry,Perfluoroalkyl and Polyfluoroalkyl Substances in the Environment,PFAS Substances
https://openalex.org/T13180,Physical Sciences,Environmental Science,Environmental Chemistry,Principles and Applications of Green Chemistry,Green Chemistry
https://openalex.org/T13148,Physical Sciences,Environmental Science,Environmental Engineering,Air Quality Management and Policy Development,Air Quality
https://openalex.org/T11302,Physical Sciences,Environmental Science,Environmental Engineering,Carbon Dioxide Sequestration in Geological Formations,CO2 Sequestration
https://openalex.org/T10770,Physical Sciences,Environmental Science,Environmental Engineering,Digital Soil Mapping Techniques,Soil Mapping
https://openalex.org/T12126,Physical Sciences,Environmental Science,Environmental Engineering,Environmental Impact of Maritime Transportation Emissions,Maritime Emissions
https://openalex.org/T12838,Physical Sciences,Environmental Science,Environmental Engineering,Environmental Impacts of Solar Energy Technologies,Solar Impacts
https://openalex.org/T10894,Physical Sciences,Environmental Science,Environmental Engineering,Groundwater Flow and Transport Modeling,Groundwater Modeling
https://openalex.org/T11490,Physical Sciences,Environmental Science,Environmental Engineering,Hydrological Modeling using Machine Learning Methods,Hydrological Modeling
https://openalex.org/T10435,Physical Sciences,Environmental Science,Environmental Engineering,Life Cycle Assessment and Environmental Impact Analysis,Life Cycle Assessment
https://openalex.org/T12120,Physical Sciences,Environmental Science,Environmental Engineering,Low-Cost Air Quality Monitoring Systems,Air Monitoring
https://openalex.org/T11164,Physical Sciences,Environmental Science,Environmental Engineering,Mapping Forests with Lidar Remote Sensing,Forest Mapping
https://openalex.org/T12543,Physical Sciences,Environmental Science,Environmental Engineering,Mapping Groundwater Potential Zones Using GIS Techniques,Groundwater Mapping
https://openalex.org/T11231,Physical Sciences,Environmental Science,Environmental Engineering,Microbial Fuel Cells and Electrogenic Bacteria Technology,Microbial Fuel Cells
https://openalex.org/T12247,Physical Sciences,Environmental Science,Environmental Engineering,Microbially Induced Carbonate Precipitation in Construction,Carbonate Precipitation
